,intent_loss,intent_acc,set
0,1.2836892962816975,0.699549682259956,train
1,0.9734987608549667,0.7774250442809318,valid
2,0.4208106539911766,0.8956693741896052,train
3,0.9012548911718674,0.7901234569162708,valid
4,0.322878491260915,0.9165439165018308,train
5,0.876779235292364,0.7855379188081785,valid
6,0.2773363917186793,0.9290013046614033,train
7,0.9114347812780417,0.7929453263207088,valid
8,0.24379642329143358,0.9348933125735283,train
9,0.9291706023813345,0.798236331611714,valid
10,0.22808486105697254,0.9398173477597411,train
11,0.8660382033235392,0.8031746033638243,valid
12,0.2137713215968925,0.9415849501283616,train
13,0.922871966000377,0.8109347443101267,valid
14,0.19056989488304277,0.9466352426294857,train
15,0.8843833836718632,0.7918871252625077,valid
16,0.18025022032841764,0.9503387904574557,train
17,0.8825675481210941,0.8045855381080923,valid
18,0.17165530831616344,0.9510963343318718,train
19,0.9305899676822481,0.796825397014618,valid
20,0.16529351606307208,0.9537056521240356,train
21,0.934556085722787,0.8021164020112793,valid
22,0.1525933304854497,0.9558099406615717,train
23,1.0000852471936947,0.8042328042748533,valid
24,0.1449134158637105,0.958798030388435,train
25,0.9218621920025538,0.8010582012474221,valid
26,0.14079866564545443,0.9611969193215774,train
27,0.9403070245680565,0.7978835977784751,valid
28,0.14229524035500155,0.9590926307890583,train
29,1.0132906462990627,0.7982363314014683,valid
30,0.1372577280428874,0.9604393754496698,train
31,0.9681348445554259,0.8031746030694803,valid
32,0.12544611342066925,0.9616598628003872,train
33,0.9950425749102597,0.797883598072819,valid
34,0.12687536155207105,0.9634695509448256,train
35,1.0120071902266676,0.7961199296424839,valid
36,0.1215486809060076,0.9646058667589581,train
37,1.0454366276924363,0.7957671955989992,valid
38,0.11916441900813114,0.965658011031489,train
39,1.052863744284951,0.8000000000420492,valid
40,1.1154713297637262,0.8047577602848787,valid
41,0.9782801353312383,0.8067885113862207,valid
