,intent_loss,intent_acc,set
0,1.2898340927752314,0.6866293506165565,train
1,1.0593638915023265,0.7647266315825192,valid
2,0.3950320424094284,0.9000883801211904,train
3,0.8990288567921472,0.7784832453391329,valid
4,0.3054186405657839,0.9199528639392115,train
5,0.9540243973807683,0.7798941798731553,valid
6,0.26363194662522427,0.9294221623669038,train
7,0.9587284293755022,0.7890652557739716,valid
8,0.22897675205855392,0.9384285173258202,train
9,0.9634043339699033,0.794003527273787,valid
10,0.20754013843760713,0.9444888683136231,train
11,0.9719890287523757,0.7827160495719372,valid
12,0.18828094521827704,0.9485711880813097,train
13,1.0408362336890407,0.7809523810364792,valid
14,0.18197463524167368,0.9502967046841463,train
15,0.9868305651178646,0.7890652559211435,valid
16,0.1647212282227655,0.9532427086452258,train
17,1.0782209355154155,0.7865961199715024,valid
18,0.16044424683637007,0.9546315390816552,train
19,1.0005134914287184,0.7901234567270498,valid
20,0.14996536145178258,0.9569041706998863,train
21,0.9945812942279499,0.796119929390189,valid
22,0.13703460371467702,0.9606498043061827,train
23,1.087853411938568,0.7887125221299537,valid
24,0.13327533565720326,0.9604814612204707,train
25,1.1642732460032064,0.7841269841690333,valid
26,0.13158189493286074,0.9623753209040024,train
27,1.1108112357491118,0.7897707231461055,valid
28,0.1220464470081872,0.9628382643878292,train
29,1.1806295201891945,0.7851851851641606,valid
30,0.12361099181637901,0.9659946971953876,train
31,1.2479601385311685,0.7809523808893073,valid
32,0.11962589595024258,0.9650688102352595,train
33,1.1147418348457028,0.7992945325647922,valid
34,0.11172705350677248,0.9673835276293086,train
35,1.140232203309498,0.7932980598596038,valid
36,0.10728555180865813,0.9673835276293086,train
37,1.2189819578666115,0.7883597882546656,valid
38,0.10744600562748534,0.9676781280249148,train
39,1.1860344209788758,0.7865961199715024,valid
40,1.2437564547870483,0.7992457213490328,valid
41,1.1783959723431925,0.8018566867666795,valid
