,intent_loss,intent_acc,set
0,1.3579493849725817,0.6782121964639036,train
1,1.0569862686557534,0.7449735448053485,valid
2,0.44742365513823307,0.8882622785261397,train
3,1.046538271790459,0.7520282186318117,valid
4,0.344742360190457,0.9097260216320862,train
5,0.901928014561823,0.7844797180022722,valid
6,0.28714505036851734,0.9263919868717481,train
7,0.8934477610562844,0.7844797178551003,valid
8,0.255636829030438,0.9320314801640845,train
9,0.9321741125150542,0.7890652557739716,valid
10,0.2337183163650539,0.938133916925197,train
11,0.97565614525393,0.7936507936928427,valid
12,0.2097881645908671,0.9434367240461093,train
13,0.8739422875527142,0.7915343915764407,valid
14,0.1987490701559271,0.9481082446075169,train
15,1.0420765976426463,0.7844797177499775,valid
16,0.17895736496972844,0.9521905643701865,train
17,1.0227473830419873,0.7936507938400147,valid
18,0.17174604969544974,0.9514751062665713,train
19,1.0426993999952152,0.7918871252625077,valid
20,0.16093954957799325,0.9554311687268722,train
21,1.0216364674257012,0.7834215169440711,valid
22,0.159582227391354,0.9552207398703592,train
23,0.9874984820894043,0.7985890651926583,valid
24,0.1513243570323645,0.9571566853246917,train
25,0.9575541854955952,0.7865961200135515,valid
26,0.14391707441297666,0.9577879718892136,train
27,1.1243412194428621,0.7813051148276691,valid
28,0.1391847111727798,0.95997643197086,train
29,1.1032537710939976,0.7865961199715024,valid
30,0.13468882843226798,0.9604814612179622,train
31,1.1169905824005288,0.77954144610299,valid
32,0.12778425750924172,0.9633853794057323,train
33,1.1928476032125888,0.7841269841690333,valid
34,0.12083658026993453,0.9645216952173563,train
35,1.089544617456944,0.7876543211768754,valid
36,0.12507817173416425,0.96367997979883,train
37,1.1029354806720053,0.7894179894600386,valid
38,0.12351622354095143,0.9633853794032238,train
39,1.1718775160518693,0.780246913769468,valid
40,1.1999976709679585,0.7925732522934874,valid
41,1.0141831617062078,0.7998259360630477,valid
